Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
S585,0.39,On Short Edge,Linear,50,0.0,1.0,1.92,20.16
S586,0.39,On Short Edge,Linear,50,0.0,1.0,1.14,19.82
S587,0.39,On Short Edge,Linear,50,0.0,1.0,0.5,19.6
S588,0.39,On Long Edge,Honeycomb,50,0.0,1.0,22.47,32.89
S589,0.39,On Long Edge,Honeycomb,50,0.0,1.0,23.3,31.9
S590,0.39,On Long Edge,Honeycomb,50,0.0,1.0,24.69,34.36
S591,0.29,On Long Edge,Grid,70,0.0,1.0,34.86,42.37
S592,0.29,On Long Edge,Grid,70,0.0,1.0,32.59,44.85
S593,0.29,On Long Edge,Grid,70,0.0,1.0,32.6,43.7
S594,0.39,Flat,Grid,90,0.0,1.0,27.77,35.51
S595,0.39,Flat,Grid,90,0.0,1.0,27.25,35.15
S596,0.39,Flat,Grid,90,0.0,1.0,26.41,36.79
S597,0.29,On Long Edge,Linear,70,0.0,1.0,27.62,47.56
S598,0.29,On Long Edge,Linear,70,0.0,1.0,29.48,47.67
S599,0.29,On Long Edge,Linear,70,0.0,1.0,29.77,48.47
S600,0.29,On Long Edge,Honeycomb,70,0.0,1.0,30.82,44.47
S601,0.29,On Long Edge,Honeycomb,70,0.0,1.0,30.82,45.43
S602,0.29,On Long Edge,Honeycomb,70,0.0,1.0,30.73,44.93
S603,0.29,On Short Edge,Honeycomb,70,0.0,1.0,7.56,28.9
S604,0.29,On Short Edge,Honeycomb,70,0.0,1.0,6.73,31.28
S605,0.29,On Short Edge,Honeycomb,70,0.0,1.0,6.91,28.87
S606,0.19,Flat,Linear,70,0.0,1.0,26.94,44.25
S607,0.19,Flat,Linear,70,0.0,1.0,27.44,44.6
S608,0.19,Flat,Linear,70,0.0,1.0,26.99,43.65
S609,0.19,On Short Edge,Linear,70,0.0,1.0,10.7,37.29
S610,0.19,On Short Edge,Linear,70,0.0,1.0,10.28,35.48
S611,0.19,On Short Edge,Linear,70,0.0,1.0,12.44,35.58
S612,0.39,On Short Edge,Grid,70,0.0,1.0,13.2,23.11
S613,0.39,On Short Edge,Grid,70,0.0,1.0,13.47,23.09
S614,0.39,On Short Edge,Grid,70,0.0,1.0,14.56,25.42
S615,0.19,On Short Edge,Honeycomb,50,0.0,1.0,4.06,25.03
S616,0.19,On Short Edge,Honeycomb,50,0.0,1.0,4.62,28.92
S617,0.19,On Short Edge,Honeycomb,50,0.0,1.0,3.77,28.0
S618,0.19,On Long Edge,Grid,50,0.0,1.0,32.09,40.2
S619,0.19,On Long Edge,Grid,50,0.0,1.0,30.77,42.35
S620,0.19,On Long Edge,Grid,50,0.0,1.0,29.65,40.54
S621,0.39,Flat,Grid,50,0.0,1.0,20.7,23.87
S622,0.39,Flat,Grid,50,0.0,1.0,20.62,23.67
S623,0.39,Flat,Grid,50,0.0,1.0,21.43,24.12
S624,0.19,On Short Edge,Linear,90,0.0,1.0,9.56,38.67
S625,0.19,On Short Edge,Linear,90,0.0,1.0,9.68,41.03
S626,0.19,On Short Edge,Linear,90,0.0,1.0,6.92,40.57
S627,0.19,On Long Edge,Honeycomb,90,0.0,1.0,34.2,52.12
S628,0.19,On Long Edge,Honeycomb,90,0.0,1.0,34.72,53.72
S629,0.19,On Long Edge,Honeycomb,90,0.0,1.0,31.91,53.26
S630,0.19,On Long Edge,Linear,50,0.0,1.0,26.5,44.02
S631,0.19,On Long Edge,Linear,50,0.0,1.0,26.48,43.04
S632,0.19,On Long Edge,Linear,50,0.0,1.0,26.04,42.55
S633,0.29,On Short Edge,Grid,90,0.0,1.0,8.95,32.72
S634,0.29,On Short Edge,Grid,90,0.0,1.0,8.21,34.83
S635,0.29,On Short Edge,Grid,90,0.0,1.0,10.38,34.22
S636,0.19,On Short Edge,Linear,50,0.0,1.0,2.26,28.3
S637,0.19,On Short Edge,Linear,50,0.0,1.0,4.99,28.75
S638,0.19,On Short Edge,Linear,50,0.0,1.0,6.3,29.0
S639,0.19,On Long Edge,Honeycomb,50,0.0,1.0,27.23,41.41
S640,0.19,On Long Edge,Honeycomb,50,0.0,1.0,27.16,41.57
S641,0.19,On Long Edge,Honeycomb,50,0.0,1.0,27.84,42.66
S642,0.19,Flat,Grid,90,0.0,1.0,28.72,43.89
S643,0.19,Flat,Grid,90,0.0,1.0,27.48,45.7
S644,0.19,Flat,Grid,90,0.0,1.0,28.34,43.08
S645,0.29,Flat,Grid,70,0.0,1.0,28.05,39.24
S646,0.29,Flat,Grid,70,0.0,1.0,27.58,37.61
S647,0.29,Flat,Grid,70,0.0,1.0,27.68,36.68
S648,0.29,Flat,Honeycomb,90,0.0,1.5,23.75,32.95
S649,0.29,Flat,Honeycomb,90,0.0,1.5,23.12,33.71
S650,0.29,Flat,Honeycomb,90,0.0,1.5,22.21,34.54
S651,0.39,Flat,Honeycomb,50,0.0,1.5,19.09,25.54
S652,0.39,Flat,Honeycomb,50,0.0,1.5,19.78,25.36
S653,0.39,Flat,Honeycomb,50,0.0,1.5,19.29,26.46
S654,0.19,On Short Edge,Grid,70,0.0,1.5,15.4,37.8
S655,0.19,On Short Edge,Grid,70,0.0,1.5,14.32,38.22
S656,0.19,On Short Edge,Grid,70,0.0,1.5,15.69,37.9
S657,0.29,On Short Edge,Grid,50,0.0,1.5,2.12,24.88
S658,0.29,On Short Edge,Grid,50,0.0,1.5,1.07,26.12
S659,0.29,On Short Edge,Grid,50,0.0,1.5,1.52,26.27
S660,0.39,On Long Edge,Grid,90,0.0,1.5,33.82,48.04
S661,0.39,On Long Edge,Grid,90,0.0,1.5,33.7,47.99
S662,0.39,On Long Edge,Grid,90,0.0,1.5,33.83,44.94
S663,0.19,Flat,Grid,50,0.0,1.5,24.18,39.49
S664,0.19,Flat,Grid,50,0.0,1.5,23.92,40.41
S665,0.19,Flat,Grid,50,0.0,1.5,26.59,41.18
S666,0.29,Flat,Honeycomb,70,0.0,1.5,26.03,35.65
S667,0.29,Flat,Honeycomb,70,0.0,1.5,26.39,33.38
S668,0.29,Flat,Honeycomb,70,0.0,1.5,25.64,33.43
S669,0.39,Flat,Linear,90,0.0,1.5,22.43,33.45
S670,0.39,Flat,Linear,90,0.0,1.5,22.97,33.25
S671,0.39,Flat,Linear,90,0.0,1.5,23.23,34.72
S672,0.39,On Long Edge,Grid,70,0.0,1.5,38.07,46.04
S673,0.39,On Long Edge,Grid,70,0.0,1.5,34.66,49.03
S674,0.39,On Long Edge,Grid,70,0.0,1.5,35.82,47.6
S675,0.39,On Long Edge,Linear,70,0.0,1.5,31.07,43.92
S676,0.39,On Long Edge,Linear,70,0.0,1.5,32.73,47.09
S677,0.39,On Long Edge,Linear,70,0.0,1.5,31.65,42.94
S678,0.19,Flat,Honeycomb,50,0.0,1.5,21.11,35.78
S679,0.19,Flat,Honeycomb,50,0.0,1.5,20.2,35.52
S680,0.19,Flat,Honeycomb,50,0.0,1.5,21.63,36.01
S681,0.29,On Short Edge,Honeycomb,90,0.0,1.5,3.81,25.04
S682,0.29,On Short Edge,Honeycomb,90,0.0,1.5,4.85,26.05
S683,0.29,On Short Edge,Honeycomb,90,0.0,1.5,3.66,25.09
S684,0.29,Flat,Linear,70,0.0,1.5,24.33,35.35
S685,0.29,Flat,Linear,70,0.0,1.5,24.59,38.57
S686,0.29,Flat,Linear,70,0.0,1.5,23.42,34.45
S687,0.39,On Long Edge,Honeycomb,70,0.0,1.5,35.12,43.24
S688,0.39,On Long Edge,Honeycomb,70,0.0,1.5,33.04,44.79
S689,0.39,On Long Edge,Honeycomb,70,0.0,1.5,33.1,45.76
S690,0.39,On Short Edge,Honeycomb,70,0.0,1.5,9.16,23.42
S691,0.39,On Short Edge,Honeycomb,70,0.0,1.5,10.6,23.27
S692,0.39,On Short Edge,Honeycomb,70,0.0,1.5,9.22,24.39
S693,0.29,On Short Edge,Honeycomb,50,0.0,1.5,0.5,24.05
S694,0.29,On Short Edge,Honeycomb,50,0.0,1.5,0.5,21.19
S695,0.29,On Short Edge,Honeycomb,50,0.0,1.5,0.5,21.28
S696,0.29,On Long Edge,Grid,50,0.0,1.5,29.26,46.15
S697,0.29,On Long Edge,Grid,50,0.0,1.5,26.94,46.21
S698,0.29,On Long Edge,Grid,50,0.0,1.5,25.99,44.78
S699,0.19,On Long Edge,Grid,90,0.0,1.5,37.32,55.39
S700,0.19,On Long Edge,Grid,90,0.0,1.5,35.13,56.87
S701,0.19,On Long Edge,Grid,90,0.0,1.5,37.3,57.09
S702,0.29,On Short Edge,Linear,90,0.0,1.5,3.18,27.95
S703,0.29,On Short Edge,Linear,90,0.0,1.5,0.82,30.75
S704,0.29,On Short Edge,Linear,90,0.0,1.5,1.89,28.58
S705,0.29,On Long Edge,Honeycomb,90,0.0,1.5,30.17,46.41
S706,0.29,On Long Edge,Honeycomb,90,0.0,1.5,29.32,48.4
S707,0.29,On Long Edge,Honeycomb,90,0.0,1.5,28.25,46.87
S708,0.29,On Long Edge,Linear,50,0.0,1.5,22.42,44.58
S709,0.29,On Long Edge,Linear,50,0.0,1.5,23.85,44.88
S710,0.29,On Long Edge,Linear,50,0.0,1.5,22.88,45.58
S711,0.19,On Long Edge,Linear,90,0.0,1.5,30.85,53.44
S712,0.19,On Long Edge,Linear,90,0.0,1.5,30.19,52.04
S713,0.19,On Long Edge,Linear,90,0.0,1.5,33.21,53.11
S714,0.29,Flat,Linear,50,0.0,1.5,16.13,31.49
S715,0.29,Flat,Linear,50,0.0,1.5,16.64,32.85
S716,0.29,Flat,Linear,50,0.0,1.5,17.18,31.12
S717,0.29,On Short Edge,Linear,50,0.0,1.5,0.5,25.12
S718,0.29,On Short Edge,Linear,50,0.0,1.5,0.5,26.76
S719,0.29,On Short Edge,Linear,50,0.0,1.5,0.5,25.68
S720,0.19,Flat,Linear,90,0.0,1.5,25.84,43.51
S721,0.19,Flat,Linear,90,0.0,1.5,25.37,40.46
S722,0.19,Flat,Linear,90,0.0,1.5,25.58,41.26
S723,0.39,On Short Edge,Grid,90,0.0,1.5,8.06,28.63
S724,0.39,On Short Edge,Grid,90,0.0,1.5,9.78,27.93
S725,0.39,On Short Edge,Grid,90,0.0,1.5,8.88,30.01
S726,0.39,Flat,Grid,70,0.0,1.5,31.36,38.68
S727,0.39,Flat,Grid,70,0.0,1.5,31.68,33.28
S728,0.39,Flat,Grid,70,0.0,1.5,31.86,35.93
S729,0.19,On Long Edge,Linear,70,0.0,1.5,35.85,55.8
S730,0.19,On Long Edge,Linear,70,0.0,1.5,34.46,53.45
S731,0.19,On Long Edge,Linear,70,0.0,1.5,34.39,53.91
S732,0.39,Flat,Honeycomb,90,0.0,1.5,23.73,31.32
S733,0.39,Flat,Honeycomb,90,0.0,1.5,25.92,31.08
S734,0.39,Flat,Honeycomb,90,0.0,1.5,23.13,31.15
S735,0.19,On Long Edge,Honeycomb,70,0.0,1.5,37.24,51.56
S736,0.19,On Long Edge,Honeycomb,70,0.0,1.5,35.94,52.34
S737,0.19,On Long Edge,Honeycomb,70,0.0,1.5,35.31,53.12
S738,0.29,On Short Edge,Grid,70,0.0,1.5,10.41,31.63
S739,0.29,On Short Edge,Grid,70,0.0,1.5,9.66,30.57
S740,0.29,On Short Edge,Grid,70,0.0,1.5,11.23,30.65
S741,0.19,On Short Edge,Honeycomb,70,0.0,1.5,12.57,32.34
S742,0.19,On Short Edge,Honeycomb,70,0.0,1.5,11.1,33.99
S743,0.19,On Short Edge,Honeycomb,70,0.0,1.5,9.5,30.66
S744,0.29,Flat,Grid,50,0.0,1.5,19.8,35.13
S745,0.29,Flat,Grid,50,0.0,1.5,20.74,36.73
S746,0.29,Flat,Grid,50,0.0,1.5,20.73,33.79
S747,0.19,On Short Edge,Grid,90,0.0,1.5,12.46,39.2
S748,0.19,On Short Edge,Grid,90,0.0,1.5,12.97,38.22
S749,0.19,On Short Edge,Grid,90,0.0,1.5,11.96,37.46
S750,0.19,Flat,Grid,70,0.0,1.5,34.27,43.6
S751,0.19,Flat,Grid,70,0.0,1.5,32.72,44.28
S752,0.19,Flat,Grid,70,0.0,1.5,33.35,43.72
S753,0.29,Flat,Honeycomb,50,0.0,1.5,18.5,30.37
S754,0.29,Flat,Honeycomb,50,0.0,1.5,17.91,31.02
S755,0.29,Flat,Honeycomb,50,0.0,1.5,16.71,28.95
S756,0.19,Flat,Honeycomb,90,0.0,1.5,25.98,37.11
S757,0.19,Flat,Honeycomb,90,0.0,1.5,26.59,39.26
S758,0.19,Flat,Honeycomb,90,0.0,1.5,28.15,40.19
S759,0.39,On Short Edge,Honeycomb,90,0.0,1.5,4.12,25.82
S760,0.39,On Short Edge,Honeycomb,90,0.0,1.5,6.31,24.25
S761,0.39,On Short Edge,Honeycomb,90,0.0,1.5,4.9,22.34
S762,0.39,Flat,Linear,70,0.0,1.5,25.83,35.08
S763,0.39,Flat,Linear,70,0.0,1.5,28.02,35.64
S764,0.39,Flat,Linear,70,0.0,1.5,25.71,32.35
S765,0.39,On Short Edge,Linear,70,0.0,1.5,7.16,24.48
S766,0.39,On Short Edge,Linear,70,0.0,1.5,7.33,26.48
S767,0.39,On Short Edge,Linear,70,0.0,1.5,6.57,24.69
S768,0.19,On Short Edge,Grid,50,0.0,1.5,6.43,31.94
S769,0.19,On Short Edge,Grid,50,0.0,1.5,4.79,29.05
S770,0.19,On Short Edge,Grid,50,0.0,1.5,5.9,34.79
S771,0.29,On Long Edge,Grid,90,0.0,1.5,33.95,49.53
S772,0.29,On Long Edge,Grid,90,0.0,1.5,31.75,50.68
S773,0.29,On Long Edge,Grid,90,0.0,1.5,31.36,50.47
S774,0.39,On Short Edge,Honeycomb,50,0.0,1.5,0.83,20.93
S775,0.39,On Short Edge,Honeycomb,50,0.0,1.5,0.5,19.16
S776,0.39,On Short Edge,Honeycomb,50,0.0,1.5,0.5,18.38
S777,0.39,On Long Edge,Grid,50,0.0,1.5,28.51,43.72
S778,0.39,On Long Edge,Grid,50,0.0,1.5,29.62,42.27
S779,0.39,On Long Edge,Grid,50,0.0,1.5,30.19,42.93
S780,0.19,Flat,Honeycomb,70,0.0,1.5,30.03,38.98
S781,0.19,Flat,Honeycomb,70,0.0,1.5,27.7,41.0
S782,0.19,Flat,Honeycomb,70,0.0,1.5,30.77,39.56
S783,0.39,On Short Edge,Linear,90,0.0,1.5,3.7,26.81
S784,0.39,On Short Edge,Linear,90,0.0,1.5,2.12,25.52
S785,0.39,On Short Edge,Linear,90,0.0,1.5,4.41,24.62
S786,0.29,On Long Edge,Linear,90,0.0,1.5,27.68,46.69
S787,0.29,On Long Edge,Linear,90,0.0,1.5,27.85,48.33
S788,0.29,On Long Edge,Linear,90,0.0,1.5,25.82,49.81
S789,0.29,Flat,Linear,90,0.0,1.5,20.66,34.96
S790,0.29,Flat,Linear,90,0.0,1.5,21.57,37.38
S791,0.29,Flat,Linear,90,0.0,1.5,20.39,36.03
S792,0.39,On Long Edge,Honeycomb,90,0.0,1.5,30.73,43.87
S793,0.39,On Long Edge,Honeycomb,90,0.0,1.5,30.48,42.56
S794,0.39,On Long Edge,Honeycomb,90,0.0,1.5,29.5,43.12
S795,0.39,On Long Edge,Linear,50,0.0,1.5,22.75,37.92
S796,0.39,On Long Edge,Linear,50,0.0,1.5,24.22,42.65
S797,0.39,On Long Edge,Linear,50,0.0,1.5,21.49,40.29
S798,0.39,Flat,Linear,50,0.0,1.5,18.38,31.67
S799,0.39,Flat,Linear,50,0.0,1.5,17.79,28.22
S800,0.39,Flat,Linear,50,0.0,1.5,17.6,30.82
S801,0.39,On Short Edge,Linear,50,0.0,1.5,0.5,21.07
S802,0.39,On Short Edge,Linear,50,0.0,1.5,0.5,20.88
S803,0.39,On Short Edge,Linear,50,0.0,1.5,0.5,24.06
S804,0.39,On Long Edge,Honeycomb,50,0.0,1.5,25.59,38.58
S805,0.39,On Long Edge,Honeycomb,50,0.0,1.5,24.99,36.96
S806,0.39,On Long Edge,Honeycomb,50,0.0,1.5,26.14,38.79
S807,0.29,On Long Edge,Grid,70,0.0,1.5,35.54,54.54
S808,0.29,On Long Edge,Grid,70,0.0,1.5,36.01,49.66
S809,0.29,On Long Edge,Grid,70,0.0,1.5,35.3,52.01
S810,0.39,Flat,Grid,90,0.0,1.5,27.86,33.19
S811,0.39,Flat,Grid,90,0.0,1.5,28.64,34.15
S812,0.39,Flat,Grid,90,0.0,1.5,29.57,36.31
S813,0.29,On Long Edge,Linear,70,0.0,1.5,30.34,50.45
S814,0.29,On Long Edge,Linear,70,0.0,1.5,30.84,49.92
S815,0.29,On Long Edge,Linear,70,0.0,1.5,31.25,47.81
S816,0.29,On Long Edge,Honeycomb,70,0.0,1.5,31.63,47.49
S817,0.29,On Long Edge,Honeycomb,70,0.0,1.5,31.93,45.72
S818,0.29,On Long Edge,Honeycomb,70,0.0,1.5,31.33,46.74
S819,0.29,On Short Edge,Honeycomb,70,0.0,1.5,9.08,25.41
S820,0.29,On Short Edge,Honeycomb,70,0.0,1.5,7.09,28.48
S821,0.29,On Short Edge,Honeycomb,70,0.0,1.5,6.99,27.29
S822,0.19,Flat,Linear,70,0.0,1.5,27.54,43.08
S823,0.19,Flat,Linear,70,0.0,1.5,28.39,43.77
S824,0.19,Flat,Linear,70,0.0,1.5,29.73,45.75
S825,0.19,On Short Edge,Linear,70,0.0,1.5,9.97,35.89
S826,0.19,On Short Edge,Linear,70,0.0,1.5,9.59,35.05
S827,0.19,On Short Edge,Linear,70,0.0,1.5,9.73,35.12
S828,0.39,On Short Edge,Grid,70,0.0,1.5,12.12,30.02
S829,0.39,On Short Edge,Grid,70,0.0,1.5,10.98,29.8
S830,0.39,On Short Edge,Grid,70,0.0,1.5,13.24,28.25
S831,0.19,On Short Edge,Honeycomb,50,0.0,1.5,0.5,27.47
S832,0.19,On Short Edge,Honeycomb,50,0.0,1.5,3.73,28.2
S833,0.19,On Short Edge,Honeycomb,50,0.0,1.5,1.5,27.6
S834,0.19,On Long Edge,Grid,50,0.0,1.5,31.93,52.76
S835,0.19,On Long Edge,Grid,50,0.0,1.5,30.88,51.63
S836,0.19,On Long Edge,Grid,50,0.0,1.5,30.73,50.94
S837,0.39,Flat,Grid,50,0.0,1.5,24.29,30.45
S838,0.39,Flat,Grid,50,0.0,1.5,23.9,32.73
S839,0.39,Flat,Grid,50,0.0,1.5,23.69,30.32
S840,0.19,On Short Edge,Linear,90,0.0,1.5,6.41,34.96
S841,0.19,On Short Edge,Linear,90,0.0,1.5,5.14,35.39
S842,0.19,On Short Edge,Linear,90,0.0,1.5,4.87,36.46
S843,0.19,On Long Edge,Honeycomb,90,0.0,1.5,32.24,52.08
S844,0.19,On Long Edge,Honeycomb,90,0.0,1.5,32.97,51.51
S845,0.19,On Long Edge,Honeycomb,90,0.0,1.5,33.26,51.24
S846,0.19,On Long Edge,Linear,50,0.0,1.5,27.02,48.69
S847,0.19,On Long Edge,Linear,50,0.0,1.5,26.3,52.75
S848,0.19,On Long Edge,Linear,50,0.0,1.5,25.2,49.51
S849,0.29,On Short Edge,Grid,90,0.0,1.5,7.65,30.84
S850,0.29,On Short Edge,Grid,90,0.0,1.5,7.49,31.22
S851,0.29,On Short Edge,Grid,90,0.0,1.5,7.76,31.99
S852,0.19,On Short Edge,Linear,50,0.0,1.5,1.38,30.57
S853,0.19,On Short Edge,Linear,50,0.0,1.5,1.64,33.22
S854,0.19,On Short Edge,Linear,50,0.0,1.5,0.86,29.67
S855,0.19,On Long Edge,Honeycomb,50,0.0,1.5,28.74,47.56
S856,0.19,On Long Edge,Honeycomb,50,0.0,1.5,25.54,48.75
S857,0.19,On Long Edge,Honeycomb,50,0.0,1.5,27.14,47.59
S858,0.19,Flat,Grid,90,0.0,1.5,30.45,44.03
S859,0.19,Flat,Grid,90,0.0,1.5,30.82,43.25
S860,0.19,Flat,Grid,90,0.0,1.5,30.63,43.47
S861,0.29,Flat,Grid,70,0.0,1.5,30.42,38.94
S862,0.29,Flat,Grid,70,0.0,1.5,28.79,39.52
S863,0.29,Flat,Grid,70,0.0,1.5,29.18,39.18
S864,0.29,Flat,Honeycomb,90,0.5,0.0,23.78,40.99
S865,0.29,Flat,Honeycomb,90,0.5,0.0,22.82,34.3
S866,0.29,Flat,Honeycomb,90,0.5,0.0,23.15,34.44
S867,0.39,Flat,Honeycomb,50,0.5,0.0,24.4,24.73
S868,0.39,Flat,Honeycomb,50,0.5,0.0,21.39,26.41
S869,0.39,Flat,Honeycomb,50,0.5,0.0,24.64,34.9
S870,0.19,On Short Edge,Grid,70,0.5,0.0,11.48,19.08
S871,0.19,On Short Edge,Grid,70,0.5,0.0,11.76,23.15
S872,0.19,On Short Edge,Grid,70,0.5,0.0,10.14,20.32
S873,0.29,On Short Edge,Grid,50,0.5,0.0,11.68,23.14
S874,0.29,On Short Edge,Grid,50,0.5,0.0,10.4,24.67
S875,0.29,On Short Edge,Grid,50,0.5,0.0,5.7,23.68
S876,0.39,On Long Edge,Grid,90,0.5,0.0,28.39,34.1
S877,0.39,On Long Edge,Grid,90,0.5,0.0,30.28,43.89
S878,0.39,On Long Edge,Grid,90,0.5,0.0,29.23,42.61
S879,0.19,Flat,Grid,50,0.5,0.0,30.09,42.6
S880,0.19,Flat,Grid,50,0.5,0.0,30.14,40.85
S881,0.19,Flat,Grid,50,0.5,0.0,27.6,33.68
S882,0.29,Flat,Honeycomb,70,0.5,0.0,21.97,28.42
S883,0.29,Flat,Honeycomb,70,0.5,0.0,25.9,30.46
S884,0.29,Flat,Honeycomb,70,0.5,0.0,22.57,32.69
S885,0.39,Flat,Linear,90,0.5,0.0,25.03,39.51
S886,0.39,Flat,Linear,90,0.5,0.0,23.95,34.92
S887,0.39,Flat,Linear,90,0.5,0.0,23.76,30.29
S888,0.39,On Long Edge,Grid,70,0.5,0.0,27.65,35.21
S889,0.39,On Long Edge,Grid,70,0.5,0.0,27.94,33.21
S890,0.39,On Long Edge,Grid,70,0.5,0.0,26.36,35.07
S891,0.39,On Long Edge,Linear,70,0.5,0.0,24.19,37.81
S892,0.39,On Long Edge,Linear,70,0.5,0.0,26.77,31.03
S893,0.39,On Long Edge,Linear,70,0.5,0.0,26.13,33.19
S894,0.19,Flat,Honeycomb,50,0.5,0.0,24.77,39.4
S895,0.19,Flat,Honeycomb,50,0.5,0.0,21.21,35.65
S896,0.19,Flat,Honeycomb,50,0.5,0.0,23.99,37.35
S897,0.29,On Short Edge,Honeycomb,90,0.5,0.0,7.87,17.25
S898,0.29,On Short Edge,Honeycomb,90,0.5,0.0,7.0,17.11
S899,0.29,On Short Edge,Honeycomb,90,0.5,0.0,9.27,19.61
S900,0.29,Flat,Linear,70,0.5,0.0,26.67,34.26
S901,0.29,Flat,Linear,70,0.5,0.0,22.44,29.82
S902,0.29,Flat,Linear,70,0.5,0.0,20.66,29.6
S903,0.39,On Long Edge,Honeycomb,70,0.5,0.0,25.85,33.6
S904,0.39,On Long Edge,Honeycomb,70,0.5,0.0,22.85,34.78
S905,0.39,On Long Edge,Honeycomb,70,0.5,0.0,24.63,32.49
S906,0.39,On Short Edge,Honeycomb,70,0.5,0.0,9.89,13.43
S907,0.39,On Short Edge,Honeycomb,70,0.5,0.0,6.84,7.97
S908,0.39,On Short Edge,Honeycomb,70,0.5,0.0,3.78,8.49
S909,0.29,On Short Edge,Honeycomb,50,0.5,0.0,6.53,15.32
S910,0.29,On Short Edge,Honeycomb,50,0.5,0.0,6.66,18.57
S911,0.29,On Short Edge,Honeycomb,50,0.5,0.0,6.5,16.35
S912,0.29,On Long Edge,Grid,50,0.5,0.0,28.51,44.32
S913,0.29,On Long Edge,Grid,50,0.5,0.0,26.47,47.28
S914,0.29,On Long Edge,Grid,50,0.5,0.0,28.08,43.02
S915,0.19,On Long Edge,Grid,90,0.5,0.0,31.75,46.03
S916,0.19,On Long Edge,Grid,90,0.5,0.0,32.15,46.2
S917,0.19,On Long Edge,Grid,90,0.5,0.0,29.61,46.42
S918,0.29,On Short Edge,Linear,90,0.5,0.0,6.88,23.32
S919,0.29,On Short Edge,Linear,90,0.5,0.0,8.68,22.35
S920,0.29,On Short Edge,Linear,90,0.5,0.0,8.53,17.24
S921,0.29,On Long Edge,Honeycomb,90,0.5,0.0,24.77,41.18
S922,0.29,On Long Edge,Honeycomb,90,0.5,0.0,25.92,37.76
S923,0.29,On Long Edge,Honeycomb,90,0.5,0.0,27.72,38.25
S924,0.29,On Long Edge,Linear,50,0.5,0.0,27.8,44.43
S925,0.29,On Long Edge,Linear,50,0.5,0.0,25.18,48.55
S926,0.29,On Long Edge,Linear,50,0.5,0.0,24.29,45.94
S927,0.19,On Long Edge,Linear,90,0.5,0.0,30.22,43.43
S928,0.19,On Long Edge,Linear,90,0.5,0.0,30.86,44.72
S929,0.19,On Long Edge,Linear,90,0.5,0.0,29.06,46.28
S930,0.29,Flat,Linear,50,0.5,0.0,23.53,40.08
S931,0.29,Flat,Linear,50,0.5,0.0,25.04,32.26
S932,0.29,Flat,Linear,50,0.5,0.0,25.87,32.52
S933,0.29,On Short Edge,Linear,50,0.5,0.0,9.76,25.22
S934,0.29,On Short Edge,Linear,50,0.5,0.0,6.31,20.52
S935,0.29,On Short Edge,Linear,50,0.5,0.0,6.29,21.12
S936,0.19,Flat,Linear,90,0.5,0.0,25.62,42.34
S937,0.19,Flat,Linear,90,0.5,0.0,28.24,44.22
S938,0.19,Flat,Linear,90,0.5,0.0,25.2,39.31
S939,0.39,On Short Edge,Grid,90,0.5,0.0,8.57,15.88
S940,0.39,On Short Edge,Grid,90,0.5,0.0,12.88,23.28
S941,0.39,On Short Edge,Grid,90,0.5,0.0,9.3,16.53
S942,0.39,Flat,Grid,70,0.5,0.0,26.12,30.65
S943,0.39,Flat,Grid,70,0.5,0.0,24.85,31.09
S944,0.39,Flat,Grid,70,0.5,0.0,25.39,29.75
S945,0.19,On Long Edge,Linear,70,0.5,0.0,28.67,41.13
S946,0.19,On Long Edge,Linear,70,0.5,0.0,27.08,40.78
S947,0.19,On Long Edge,Linear,70,0.5,0.0,27.64,39.98
S948,0.39,Flat,Honeycomb,90,0.5,0.0,23.33,35.77
S949,0.39,Flat,Honeycomb,90,0.5,0.0,24.66,29.98
S950,0.39,Flat,Honeycomb,90,0.5,0.0,24.88,29.87
S951,0.19,On Long Edge,Honeycomb,70,0.5,0.0,28.47,38.8
S952,0.19,On Long Edge,Honeycomb,70,0.5,0.0,26.39,39.04
S953,0.19,On Long Edge,Honeycomb,70,0.5,0.0,24.02,34.23
S954,0.29,On Short Edge,Grid,70,0.5,0.0,7.99,18.89
S955,0.29,On Short Edge,Grid,70,0.5,0.0,12.75,25.27
S956,0.29,On Short Edge,Grid,70,0.5,0.0,10.97,19.99
S957,0.19,On Short Edge,Honeycomb,70,0.5,0.0,5.5,14.66
S958,0.19,On Short Edge,Honeycomb,70,0.5,0.0,7.15,14.42
S959,0.19,On Short Edge,Honeycomb,70,0.5,0.0,8.15,14.87
S960,0.29,Flat,Grid,50,0.5,0.0,22.54,39.72
S961,0.29,Flat,Grid,50,0.5,0.0,24.02,38.17
S962,0.29,Flat,Grid,50,0.5,0.0,29.13,34.63
S963,0.19,On Short Edge,Grid,90,0.5,0.0,8.35,23.09
S964,0.19,On Short Edge,Grid,90,0.5,0.0,14.25,29.95
S965,0.19,On Short Edge,Grid,90,0.5,0.0,10.46,25.48
S966,0.19,Flat,Grid,70,0.5,0.0,26.56,35.1
S967,0.19,Flat,Grid,70,0.5,0.0,31.61,30.83
S968,0.19,Flat,Grid,70,0.5,0.0,27.73,36.85
S969,0.29,Flat,Honeycomb,50,0.5,0.0,24.3,34.46
S970,0.29,Flat,Honeycomb,50,0.5,0.0,23.03,32.96
S971,0.29,Flat,Honeycomb,50,0.5,0.0,22.97,33.11
